"Result","2.5%","50%","97.5%","date","day"
"AB","  653.000"," 1546.0","  3018.000","2021-11-30","  1"
"AB","  625.000"," 1478.0","  2887.000","2021-12-01","  2"
"AB","  603.000"," 1421.0","  2786.000","2021-12-02","  3"
"AB","  581.000"," 1376.0","  2679.000","2021-12-03","  4"
"AB","  562.000"," 1328.0","  2595.000","2021-12-04","  5"
"AB","  547.000"," 1297.0","  2531.000","2021-12-05","  6"
"AB","  535.000"," 1269.0","  2473.000","2021-12-06","  7"
"AB","  531.000"," 1250.0","  2445.000","2021-12-07","  8"
"AB","  527.000"," 1244.0","  2429.000","2021-12-08","  9"
"AB","  529.000"," 1250.0","  2438.000","2021-12-09"," 10"
"AB","  537.000"," 1266.0","  2470.000","2021-12-10"," 11"
"AB","  553.000"," 1301.0","  2538.000","2021-12-11"," 12"
"AB","  577.000"," 1362.0","  2662.000","2021-12-12"," 13"
"AB","  608.000"," 1445.0","  2815.000","2021-12-13"," 14"
"AB","  658.000"," 1553.0","  3034.000","2021-12-14"," 15"
"AB","  731.000"," 1716.0","  3344.000","2021-12-15"," 16"
"AB","  809.000"," 1913.0","  3732.000","2021-12-16"," 17"
"AB","  925.000"," 2181.0","  4257.000","2021-12-17"," 18"
"AB"," 1064.000"," 2517.0","  4889.000","2021-12-18"," 19"
"AB"," 1249.000"," 2941.0","  5754.025","2021-12-19"," 20"
"AB"," 1478.000"," 3492.0","  6806.000","2021-12-20"," 21"
"AB"," 1773.000"," 4170.0","  8142.050","2021-12-21"," 22"
"AB"," 2117.000"," 5034.0","  9804.000","2021-12-22"," 23"
"AB"," 2582.975"," 6098.0"," 11889.025","2021-12-23"," 24"
"AB"," 3144.000"," 7426.5"," 14595.025","2021-12-24"," 25"
"AB"," 3834.975"," 9127.0"," 17939.025","2021-12-25"," 26"
"AB"," 4745.975","11175.0"," 21816.050","2021-12-26"," 27"
"AB"," 5833.000","13710.0"," 26737.025","2021-12-27"," 28"
"AB"," 7150.000","16822.5"," 32805.225","2021-12-28"," 29"
"AB"," 8661.000","20468.0"," 39716.100","2021-12-29"," 30"
"AB","10304.950","24410.5"," 47701.050","2021-12-30"," 31"
"AB","11776.925","27936.0"," 54431.025","2021-12-31"," 32"
"AB","12945.975","30522.5"," 59370.025","2022-01-01"," 33"
"AB","13634.975","32363.0"," 63090.125","2022-01-02"," 34"
"AB","14481.925","34109.0"," 66808.025","2022-01-03"," 35"
"AB","15386.925","36191.5"," 70545.275","2022-01-04"," 36"
"AB","16446.950","38527.0"," 75185.125","2022-01-05"," 37"
"AB","17464.875","41200.0"," 80419.150","2022-01-06"," 38"
"AB","18607.925","43938.0"," 85622.025","2022-01-07"," 39"
"AB","19917.975","46777.0"," 91085.025","2022-01-08"," 40"
"AB","21261.000","49931.5"," 96942.025","2022-01-09"," 41"
"AB","22288.850","52654.0","102967.175","2022-01-10"," 42"
"AB","23570.000","55608.0","108051.450","2022-01-11"," 43"
"AB","25026.975","58657.5","114552.450","2022-01-12"," 44"
"AB","26056.000","61536.0","120187.050","2022-01-13"," 45"
"AB","27329.750","64254.5","125317.150","2022-01-14"," 46"
"AB","28484.000","66759.0","130775.025","2022-01-15"," 47"
"AB","29533.975","69293.0","135343.025","2022-01-16"," 48"
"AB","30115.950","71426.0","139098.050","2022-01-17"," 49"
"AB","31200.000","73547.0","142908.200","2022-01-18"," 50"
"AB","31697.975","74977.0","146077.675","2022-01-19"," 51"
"AB","32352.000","76373.5","148512.050","2022-01-20"," 52"
"AB","32693.000","77293.5","151406.125","2022-01-21"," 53"
"AB","33055.875","77828.0","152192.050","2022-01-22"," 54"
"AB","33145.975","78317.0","152524.025","2022-01-23"," 55"
"AB","33257.975","78279.5","153118.225","2022-01-24"," 56"
"AB","33083.000","78262.0","152262.125","2022-01-25"," 57"
"AB","32830.975","77617.5","151866.150","2022-01-26"," 58"
"AB","32737.975","76939.0","150145.125","2022-01-27"," 59"
"AB","32169.975","75716.0","147954.050","2022-01-28"," 60"
"AB","31726.000","74399.5","144888.300","2022-01-29"," 61"
"AB","31259.925","73111.5","142385.425","2022-01-30"," 62"
"AB","30377.950","71555.0","139393.450","2022-01-31"," 63"
"AB","29528.975","69651.0","135619.300","2022-02-01"," 64"
"AB","28642.000","67589.0","131856.275","2022-02-02"," 65"
"AB","27786.925","65740.5","127425.125","2022-02-03"," 66"
"AB","27005.900","63630.0","123963.050","2022-02-04"," 67"
"AB","25968.875","61658.0","120126.100","2022-02-05"," 68"
"AB","25469.950","59496.0","116081.025","2022-02-06"," 69"
"AB","24386.925","57345.0","112074.025","2022-02-07"," 70"
"AB","23419.975","55253.0","107977.025","2022-02-08"," 71"
"AB","22619.900","53337.5","104148.000","2022-02-09"," 72"
"AB","22020.850","51968.0","101618.050","2022-02-10"," 73"
"AB","21823.000","51554.5","100434.100","2022-02-11"," 74"
"AB","22054.975","51951.0","101196.300","2022-02-12"," 75"
"AB","22220.975","52670.0","102770.025","2022-02-13"," 76"
"AB","22494.975","53103.0","103912.275","2022-02-14"," 77"
"AB","22682.925","53010.0","103594.125","2022-02-15"," 78"
"AB","22487.875","52876.0","102984.225","2022-02-16"," 79"
"AB","22302.900","52397.0","102148.075","2022-02-17"," 80"
"AB","21915.875","51686.0","100334.325","2022-02-18"," 81"
"AB","21642.875","50838.5"," 98695.050","2022-02-19"," 82"
"AB","21190.000","49982.0"," 97414.000","2022-02-20"," 83"
"AB","20740.000","48977.0"," 95458.050","2022-02-21"," 84"
"AB","20385.950","48073.0"," 93454.150","2022-02-22"," 85"
"AB","19858.975","46922.0"," 91810.000","2022-02-23"," 86"
"AB","19334.975","45815.5"," 89507.300","2022-02-24"," 87"
"AB","18994.975","44774.0"," 87592.025","2022-02-25"," 88"
"AB","18586.950","43666.0"," 85270.025","2022-02-26"," 89"
"AB","18207.000","42790.0"," 83676.025","2022-02-27"," 90"
"AB","17549.000","41676.5"," 81168.025","2022-02-28"," 91"
"AB","17202.000","40692.0"," 78996.300","2022-03-01"," 92"
"AB","16917.000","39617.0"," 77426.050","2022-03-02"," 93"
"AB","16435.975","38746.0"," 75600.125","2022-03-03"," 94"
"AB","16326.950","38233.0"," 74859.150","2022-03-04"," 95"
"AB","16177.975","38163.0"," 74517.025","2022-03-05"," 96"
"AB","16147.950","37991.5"," 74173.000","2022-03-06"," 97"
"AB","16072.975","37995.5"," 73811.000","2022-03-07"," 98"
"AB","16003.000","37606.0"," 73521.275","2022-03-08"," 99"
"AB","15796.975","37328.5"," 72689.400","2022-03-09","100"
"AB","15800.975","36936.0"," 72041.075","2022-03-10","101"
"AB","15402.950","36482.0"," 71013.000","2022-03-11","102"
"AB","15291.000","36104.0"," 70328.075","2022-03-12","103"
"AB","15080.950","35542.0"," 69405.000","2022-03-13","104"
"AB","14927.925","35048.5"," 68252.100","2022-03-14","105"
"AB","14606.950","34585.0"," 67225.175","2022-03-15","106"
"AB","14501.850","34112.0"," 66379.025","2022-03-16","107"
"AB","14441.000","33681.5"," 65856.250","2022-03-17","108"
"AB","14093.975","33173.0"," 64861.050","2022-03-18","109"
"AB","13990.000","32739.0"," 63675.050","2022-03-19","110"
"AB","13738.950","32310.0"," 62831.050","2022-03-20","111"
"AB","13551.000","31888.0"," 62046.000","2022-03-21","112"
"AB","13320.950","31399.5"," 61138.025","2022-03-22","113"
"AB","13171.975","30991.5"," 60225.425","2022-03-23","114"
"AB","12949.000","30560.5"," 59816.050","2022-03-24","115"
"AB","12878.975","30144.5"," 58943.075","2022-03-25","116"
"AB","12687.975","29739.0"," 58268.300","2022-03-26","117"
"AB","12524.950","29352.0"," 57214.025","2022-03-27","118"
"AB","12387.975","29053.0"," 56597.075","2022-03-28","119"
"AB","12209.950","28700.0"," 55999.000","2022-03-29","120"
"AB","12032.975","28403.0"," 55074.150","2022-03-30","121"
"AB","11932.975","28020.0"," 54659.100","2022-03-31","122"
"AB","11707.950","27718.0"," 54135.025","2022-04-01","123"
"AB","11697.950","27446.0"," 53480.175","2022-04-02","124"
"AB","11532.000","27046.0"," 52818.025","2022-04-03","125"
"AB","11450.000","26832.5"," 52516.075","2022-04-04","126"
"AB","11208.975","26481.0"," 51514.225","2022-04-05","127"
"AB","11088.000","26252.0"," 51277.000","2022-04-06","128"
"AB","11152.000","25989.0"," 50622.025","2022-04-07","129"
"AB","10901.000","25706.0"," 50066.025","2022-04-08","130"
"AB","10708.975","25473.0"," 49790.025","2022-04-09","131"
"AB","10706.000","25391.0"," 49459.075","2022-04-10","132"
"AB","10539.950","25069.0"," 48772.125","2022-04-11","133"
"AB","10560.975","24844.0"," 48650.025","2022-04-12","134"
"AB","10517.000","24643.0"," 48155.125","2022-04-13","135"
"AB","10400.000","24497.0"," 47708.175","2022-04-14","136"
"AB","10287.975","24317.0"," 47356.050","2022-04-15","137"
"AB","10282.000","24181.5"," 47207.050","2022-04-16","138"
"AB","10205.000","24035.0"," 47120.025","2022-04-17","139"
"AB","10099.000","23861.0"," 46564.050","2022-04-18","140"
"AB","10132.975","23757.0"," 46238.075","2022-04-19","141"
"AB","10058.975","23605.0"," 46167.075","2022-04-20","142"
"AB"," 9950.975","23507.0"," 45742.050","2022-04-21","143"
"AB"," 9957.975","23366.0"," 45419.050","2022-04-22","144"
"AB"," 9916.975","23287.0"," 45253.000","2022-04-23","145"
"AB"," 9849.950","23178.5"," 45150.000","2022-04-24","146"
"AB"," 9796.975","23108.0"," 45046.025","2022-04-25","147"
"AB"," 9666.000","23028.0"," 44903.125","2022-04-26","148"
"AB"," 9834.000","22911.0"," 44778.075","2022-04-27","149"
"AB"," 9749.925","22882.0"," 44701.175","2022-04-28","150"
"AB"," 9615.950","22824.0"," 44620.050","2022-04-29","151"
"AB"," 9662.000","22742.0"," 44499.000","2022-04-30","152"
"AB"," 9673.950","22724.0"," 44492.025","2022-05-01","153"
"AB"," 9656.975","22698.0"," 44306.125","2022-05-02","154"
"AB"," 9579.000","22583.0"," 44132.025","2022-05-03","155"
"AB"," 9546.975","22640.5"," 43942.025","2022-05-04","156"
"AB"," 9558.000","22586.0"," 44234.125","2022-05-05","157"
"AB"," 9658.975","22637.5"," 44132.025","2022-05-06","158"
"AB"," 9597.975","22574.5"," 44153.075","2022-05-07","159"
"AB"," 9634.925","22543.0"," 44115.025","2022-05-08","160"
"AB"," 9476.950","22501.0"," 44041.025","2022-05-09","161"
"AB"," 9569.000","22570.0"," 43956.025","2022-05-10","162"
"AB"," 9602.950","22627.0"," 44243.125","2022-05-11","163"
"AB"," 9604.975","22626.0"," 44274.050","2022-05-12","164"
"AB"," 9636.000","22589.0"," 43882.125","2022-05-13","165"
"AB"," 9649.975","22685.0"," 44432.050","2022-05-14","166"
"AB"," 9649.000","22730.0"," 44114.025","2022-05-15","167"
"AB"," 9711.000","22751.0"," 44616.125","2022-05-16","168"
"AB"," 9671.975","22697.5"," 44266.125","2022-05-17","169"
"AB"," 9674.975","22793.0"," 44515.025","2022-05-18","170"
"AB"," 9726.000","22856.0"," 44694.100","2022-05-19","171"
"AB"," 9768.975","22966.0"," 44766.125","2022-05-20","172"
"AB"," 9776.000","23004.5"," 44676.025","2022-05-21","173"
"AB"," 9778.975","23003.0"," 44844.000","2022-05-22","174"
"AB"," 9720.000","23002.0"," 44958.025","2022-05-23","175"
"AB"," 9799.975","23096.0"," 44988.100","2022-05-24","176"
"AB"," 9875.975","23146.0"," 44987.025","2022-05-25","177"
"AB"," 9918.975","23263.0"," 45439.050","2022-05-26","178"
"AB"," 9833.000","23245.0"," 45280.025","2022-05-27","179"
"AB"," 9985.000","23395.5"," 45564.025","2022-05-28","180"
"AB"," 9955.975","23533.0"," 45849.025","2022-05-29","181"
"AB","10011.000","23468.0"," 45867.025","2022-05-30","182"
"AB"," 9943.975","23568.5"," 45956.050","2022-05-31","183"
"AB"," 9997.000","23608.0"," 45959.050","2022-06-01","184"
"AB","10124.000","23782.0"," 46342.000","2022-06-02","185"
"AB","10112.950","23721.0"," 46412.000","2022-06-03","186"
"AB","10091.975","23906.0"," 46621.125","2022-06-04","187"
"AB","10154.975","23943.0"," 46568.000","2022-06-05","188"
"AB","10166.975","23988.0"," 46911.075","2022-06-06","189"
"AB","10292.000","24149.5"," 46872.000","2022-06-07","190"
"AB","10243.000","24189.5"," 47300.100","2022-06-08","191"
"AB","10313.975","24241.0"," 47404.050","2022-06-09","192"
"AB","10391.000","24365.0"," 47356.025","2022-06-10","193"
"AB","10343.925","24303.0"," 47526.025","2022-06-11","194"
"AB","10431.000","24398.5"," 47481.050","2022-06-12","195"
"AB","10441.975","24530.0"," 47611.000","2022-06-13","196"
"AB","10486.975","24602.0"," 47984.125","2022-06-14","197"
"AB","10478.975","24721.0"," 48088.075","2022-06-15","198"
"AB","10507.975","24729.0"," 48197.325","2022-06-16","199"
"AB","10555.000","24795.0"," 48341.150","2022-06-17","200"
"AB","10496.975","24853.0"," 48557.050","2022-06-18","201"
"AB","10553.950","24922.0"," 48649.050","2022-06-19","202"
"AB","10573.000","25008.0"," 48710.100","2022-06-20","203"
"AB","10622.000","25077.0"," 49029.100","2022-06-21","204"
"AB","10636.000","25210.5"," 49125.075","2022-06-22","205"
"AB","10654.000","25230.0"," 49168.150","2022-06-23","206"
"AB","10689.975","25258.0"," 49447.100","2022-06-24","207"
"AB","10769.000","25325.0"," 49486.125","2022-06-25","208"
"AB","10761.000","25321.5"," 49220.000","2022-06-26","209"
"AB","10792.975","25457.0"," 49604.025","2022-06-27","210"
"AB","10800.975","25411.0"," 49768.000","2022-06-28","211"
"AB","10837.000","25522.0"," 49774.025","2022-06-29","212"
"AB","10871.000","25567.0"," 49911.025","2022-06-30","213"
"AB","10857.000","25621.5"," 49757.050","2022-07-01","214"
"AB","10888.000","25608.0"," 50187.175","2022-07-02","215"
"AB","10932.975","25672.0"," 49950.125","2022-07-03","216"
"AB","10933.000","25657.0"," 50254.075","2022-07-04","217"
"AB","10967.975","25764.0"," 50239.000","2022-07-05","218"
"AB","10929.000","25783.0"," 50048.175","2022-07-06","219"
"AB","11028.975","25907.0"," 50452.050","2022-07-07","220"
"AB","10980.975","25850.0"," 50276.075","2022-07-08","221"
"","","","","",""
"Result","2.5%","50%","97.5%","date","day"
"BC"," 1058.000"," 1680.0","  2507.000","2021-11-30","  1"
"BC"," 1165.000"," 1848.0","  2760.000","2021-12-01","  2"
"BC"," 1231.000"," 1960.0","  2919.000","2021-12-02","  3"
"BC"," 1294.000"," 2047.0","  3045.000","2021-12-03","  4"
"BC"," 1331.000"," 2121.0","  3164.025","2021-12-04","  5"
"BC"," 1379.000"," 2188.0","  3264.000","2021-12-05","  6"
"BC"," 1419.000"," 2255.0","  3363.000","2021-12-06","  7"
"BC"," 1469.000"," 2332.0","  3484.000","2021-12-07","  8"
"BC"," 1519.000"," 2414.0","  3599.000","2021-12-08","  9"
"BC"," 1578.000"," 2510.0","  3753.000","2021-12-09"," 10"
"BC"," 1653.000"," 2621.5","  3907.000","2021-12-10"," 11"
"BC"," 1732.000"," 2754.0","  4118.025","2021-12-11"," 12"
"BC"," 1831.000"," 2910.0","  4347.000","2021-12-12"," 13"
"BC"," 1961.000"," 3106.0","  4638.000","2021-12-13"," 14"
"BC"," 2118.000"," 3346.0","  4979.000","2021-12-14"," 15"
"BC"," 2283.000"," 3625.0","  5406.000","2021-12-15"," 16"
"BC"," 2513.000"," 3975.0","  5935.000","2021-12-16"," 17"
"BC"," 2780.000"," 4421.0","  6589.025","2021-12-17"," 18"
"BC"," 3134.000"," 4958.0","  7388.000","2021-12-18"," 19"
"BC"," 3549.000"," 5622.0","  8378.000","2021-12-19"," 20"
"BC"," 4071.000"," 6446.5","  9603.000","2021-12-20"," 21"
"BC"," 4711.975"," 7480.0"," 11163.000","2021-12-21"," 22"
"BC"," 5524.000"," 8757.0"," 13068.000","2021-12-22"," 23"
"BC"," 6533.000","10342.0"," 15404.025","2021-12-23"," 24"
"BC"," 7768.000","12316.0"," 18324.000","2021-12-24"," 25"
"BC"," 9295.000","14743.0"," 21931.000","2021-12-25"," 26"
"BC","11201.925","17712.0"," 26367.000","2021-12-26"," 27"
"BC","13503.975","21363.0"," 31793.000","2021-12-27"," 28"
"BC","16229.975","25668.0"," 38308.000","2021-12-28"," 29"
"BC","19156.975","30311.0"," 45254.025","2021-12-29"," 30"
"BC","21677.000","34512.0"," 51264.050","2021-12-30"," 31"
"BC","23564.950","37367.5"," 55690.000","2021-12-31"," 32"
"BC","24831.975","39325.0"," 58567.025","2022-01-01"," 33"
"BC","25983.000","41254.0"," 61420.025","2022-01-02"," 34"
"BC","27358.000","43503.5"," 65095.025","2022-01-03"," 35"
"BC","29150.000","46168.0"," 68927.025","2022-01-04"," 36"
"BC","31066.000","49096.5"," 73026.025","2022-01-05"," 37"
"BC","32876.975","52021.0"," 77656.025","2022-01-06"," 38"
"BC","34955.975","55344.5"," 82344.025","2022-01-07"," 39"
"BC","36887.000","58580.0"," 87234.000","2022-01-08"," 40"
"BC","39079.850","62001.0"," 92194.075","2022-01-09"," 41"
"BC","41225.975","65268.0"," 96976.025","2022-01-10"," 42"
"BC","43103.950","68374.5","101704.025","2022-01-11"," 43"
"BC","44972.975","71614.5","106313.050","2022-01-12"," 44"
"BC","46750.975","74267.0","110456.025","2022-01-13"," 45"
"BC","48732.000","77173.0","115126.100","2022-01-14"," 46"
"BC","50176.000","79478.0","118536.200","2022-01-15"," 47"
"BC","51717.925","81781.5","121826.225","2022-01-16"," 48"
"BC","52937.975","83808.0","124638.050","2022-01-17"," 49"
"BC","53916.000","85282.0","127039.175","2022-01-18"," 50"
"BC","54787.975","86680.5","129088.100","2022-01-19"," 51"
"BC","55392.975","87589.5","130514.125","2022-01-20"," 52"
"BC","55705.000","88052.5","131335.000","2022-01-21"," 53"
"BC","55711.925","88328.0","131907.025","2022-01-22"," 54"
"BC","55700.975","88223.0","131729.050","2022-01-23"," 55"
"BC","55475.975","87820.5","130699.425","2022-01-24"," 56"
"BC","54793.875","86907.0","129657.025","2022-01-25"," 57"
"BC","54394.975","85969.5","128019.275","2022-01-26"," 58"
"BC","53612.000","84594.0","125683.050","2022-01-27"," 59"
"BC","52359.975","83036.0","123828.050","2022-01-28"," 60"
"BC","51432.000","81389.0","121071.050","2022-01-29"," 61"
"BC","50088.975","79366.0","118549.050","2022-01-30"," 62"
"BC","48913.000","77370.5","115358.200","2022-01-31"," 63"
"BC","47636.975","75206.0","112039.075","2022-02-01"," 64"
"BC","46298.975","73036.5","108557.025","2022-02-02"," 65"
"BC","44678.000","70709.0","104985.075","2022-02-03"," 66"
"BC","43301.950","68350.5","101902.025","2022-02-04"," 67"
"BC","41631.975","65923.5"," 98441.025","2022-02-05"," 68"
"BC","40252.950","63726.0"," 95123.075","2022-02-06"," 69"
"BC","38579.950","61264.0"," 91324.050","2022-02-07"," 70"
"BC","37072.975","59022.0"," 87771.025","2022-02-08"," 71"
"BC","35809.000","56688.0"," 84457.025","2022-02-09"," 72"
"BC","34402.975","54641.0"," 81245.250","2022-02-10"," 73"
"BC","33146.950","52371.0"," 78168.025","2022-02-11"," 74"
"BC","31731.925","50227.5"," 75188.075","2022-02-12"," 75"
"BC","30500.000","48195.5"," 71764.050","2022-02-13"," 76"
"BC","29230.000","46309.0"," 69138.000","2022-02-14"," 77"
"BC","28010.000","44451.0"," 66406.000","2022-02-15"," 78"
"BC","26949.975","42530.0"," 63461.125","2022-02-16"," 79"
"BC","25806.925","40809.5"," 60989.050","2022-02-17"," 80"
"BC","24692.000","39131.0"," 58296.025","2022-02-18"," 81"
"BC","23722.975","37557.0"," 55961.250","2022-02-19"," 82"
"BC","22812.975","36041.0"," 53783.025","2022-02-20"," 83"
"BC","21846.950","34555.0"," 51696.025","2022-02-21"," 84"
"BC","20897.925","33246.5"," 49485.100","2022-02-22"," 85"
"BC","20117.925","31904.0"," 47658.075","2022-02-23"," 86"
"BC","19320.000","30577.0"," 45597.000","2022-02-24"," 87"
"BC","18586.000","29409.0"," 43887.025","2022-02-25"," 88"
"BC","17850.925","28276.0"," 42036.025","2022-02-26"," 89"
"BC","17141.975","27166.0"," 40550.050","2022-02-27"," 90"
"BC","16536.975","26153.5"," 38957.000","2022-02-28"," 91"
"BC","15861.000","25152.0"," 37495.050","2022-03-01"," 92"
"BC","15281.975","24167.0"," 36106.000","2022-03-02"," 93"
"BC","14738.950","23311.0"," 34720.025","2022-03-03"," 94"
"BC","14209.000","22479.0"," 33478.025","2022-03-04"," 95"
"BC","13678.975","21700.0"," 32376.050","2022-03-05"," 96"
"BC","13214.000","20900.0"," 31142.000","2022-03-06"," 97"
"BC","12722.000","20158.0"," 30076.000","2022-03-07"," 98"
"BC","12308.975","19512.0"," 29072.050","2022-03-08"," 99"
"BC","11896.975","18827.0"," 28160.025","2022-03-09","100"
"BC","11458.975","18200.0"," 27115.000","2022-03-10","101"
"BC","11098.975","17628.0"," 26296.025","2022-03-11","102"
"BC","10778.000","17059.0"," 25424.000","2022-03-12","103"
"BC","10423.000","16516.0"," 24624.025","2022-03-13","104"
"BC","10155.975","16037.0"," 23777.000","2022-03-14","105"
"BC"," 9896.975","15635.0"," 23277.050","2022-03-15","106"
"BC"," 9665.000","15354.0"," 22871.000","2022-03-16","107"
"BC"," 9728.000","15420.0"," 22961.000","2022-03-17","108"
"BC"," 9970.975","15797.0"," 23508.000","2022-03-18","109"
"BC","10351.975","16313.0"," 24316.000","2022-03-19","110"
"BC","10600.950","16817.0"," 25153.025","2022-03-20","111"
"BC","10850.000","17189.0"," 25614.000","2022-03-21","112"
"BC","11070.000","17549.0"," 26127.000","2022-03-22","113"
"BC","11264.000","17836.0"," 26510.025","2022-03-23","114"
"BC","11455.000","18060.0"," 26891.025","2022-03-24","115"
"BC","11584.000","18327.0"," 27340.000","2022-03-25","116"
"BC","11674.000","18566.0"," 27747.025","2022-03-26","117"
"BC","11835.000","18811.0"," 27919.025","2022-03-27","118"
"BC","12022.000","19068.0"," 28296.000","2022-03-28","119"
"BC","12149.975","19298.0"," 28782.075","2022-03-29","120"
"BC","12396.000","19560.0"," 29148.000","2022-03-30","121"
"BC","12533.000","19835.0"," 29523.025","2022-03-31","122"
"BC","12744.000","20126.0"," 29944.000","2022-04-01","123"
"BC","12964.925","20489.0"," 30542.050","2022-04-02","124"
"BC","13242.975","21015.0"," 31258.000","2022-04-03","125"
"BC","13743.000","21806.0"," 32457.050","2022-04-04","126"
"BC","14329.000","22654.0"," 33787.025","2022-04-05","127"
"BC","14892.975","23529.0"," 35086.050","2022-04-06","128"
"BC","15395.975","24428.0"," 36435.050","2022-04-07","129"
"BC","15959.000","25230.0"," 37590.000","2022-04-08","130"
"BC","16463.975","26066.5"," 38729.050","2022-04-09","131"
"BC","16940.000","26820.0"," 39914.000","2022-04-10","132"
"BC","17389.975","27618.0"," 41207.050","2022-04-11","133"
"BC","17961.000","28400.0"," 42350.025","2022-04-12","134"
"BC","18391.975","29159.0"," 43432.075","2022-04-13","135"
"BC","18907.000","29959.0"," 44649.000","2022-04-14","136"
"BC","19344.925","30774.0"," 45864.025","2022-04-15","137"
"BC","19931.950","31541.5"," 47129.050","2022-04-16","138"
"BC","20412.975","32311.5"," 48175.025","2022-04-17","139"
"BC","20886.975","33058.5"," 49230.050","2022-04-18","140"
"BC","21372.950","33811.0"," 50269.000","2022-04-19","141"
"BC","21741.950","34555.0"," 51509.025","2022-04-20","142"
"BC","22275.000","35234.0"," 52406.000","2022-04-21","143"
"BC","22728.000","36010.0"," 53720.025","2022-04-22","144"
"BC","23079.975","36601.0"," 54684.200","2022-04-23","145"
"BC","23478.000","37280.0"," 55602.050","2022-04-24","146"
"BC","23857.975","37862.0"," 56542.025","2022-04-25","147"
