Date,BEDCAP_ICU,VENTCAP_ICU,BEDCAP_OTHER,VENTCAP_OTHER,COVID_NEWICU,COVID_ICU,COVID_NEWOTHER,COVID_OTHER,COVID_VENT,VENTCAP_TOTAL,NONCOVID_ICU,NONCOVID_OTHER,NONCOVID_VENT,COVID_HOSP
2021-01-30,5100,2924,57149,717,10,769,164,2725,433,3641,1575,31248,500,3494
2021-01-31,5100,2924,57089,717,9,762,151,2712,430,3641,1551,26169,491,3474
2021-02-01,5104,2925,56744,717,9,734,169,2564,422,3642,2039,33945,641,3298
2021-02-02,5104,2925,57271,717,12,726,232,2600,424,3642,2011,32424,648,3326
2021-02-03,5341,3109,56697,717,14,706,176,2497,405,3826,2029,31737,669,3203
2021-02-04,5341,3109,56835,717,5,697,175,2403,390,3826,2142,34201,645,3100
2021-02-05,5372,3106,56917,720,11,681,166,2277,387,3826,2057,31749,558,2958
2021-02-06,5341,3106,56900,720,12,689,133,2207,388,3826,1660,26124,524,2896
2021-02-07,5368,3135,57086,720,13,684,168,2249,381,3855,1678,26139,487,2933
2021-02-08,5359,3120,57063,720,7,648,133,2186,369,3840,2126,34060,658,2834
2021-02-09,5359,3120,57290,720,13,642,144,2121,365,3840,2050,32469,654,2763
2021-02-10,5359,3120,57218,720,11,616,132,2002,347,3840,2066,32388,664,2618
2021-02-11,5359,3120,57211,720,10,595,138,1916,332,3840,2183,34464,661,2511
2021-02-12,5359,3119,56919,724,6,586,129,1839,334,3843,2072,31655,701,2425
2021-02-13,5359,3119,56982,724,7,573,114,1836,328,3843,1687,31332,573,2409
2021-02-14,5359,3119,56991,724,13,578,123,1829,323,3843,1656,26079,573,2407
2021-02-15,5359,3119,56642,724,9,570,100,1754,324,3843,1800,33552,555,2324
2021-02-16,5359,3119,57143,724,17,586,112,1795,336,3843,2059,32457,675,2381
2021-02-17,5359,3119,57056,724,14,553,149,1736,315,3843,2070,32685,693,2289
2021-02-18,5359,3119,57244,724,10,539,153,1732,307,3843,2187,34790,714,2271
2021-02-19,5359,3120,57243,733,12,524,134,1678,299,3853,2077,32125,683,2202
2021-02-20,5223,3009,57133,733,10,544,125,1633,302,3742,2046,32087,506,2177
2021-02-21,5223,3009,57192,733,11,547,134,1693,304,3742,1666,26610,521,2240
2021-02-22,5223,3009,57277,733,12,552,113,1632,310,3742,2170,34929,667,2184
2021-02-23,5223,3009,57288,821,14,573,143,1611,306,3830,2133,33130,683,2184
2021-02-24,5223,3009,57262,821,14,556,135,1567,302,3830,2087,33117,667,2123
2021-02-25,5223,3009,57345,821,14,552,134,1552,301,3830,2203,35237,726,2104
2021-02-26,5222,3008,57300,820,10,536,145,1499,289,3828,2107,32510,705,2035
2021-02-27,5222,3008,56682,820,13,551,113,1496,286,3828,2091,31703,541,2047
2021-02-28,5222,3008,57248,820,12,546,114,1507,276,3828,1701,26950,543,2053
2021-03-01,5222,3008,57358,820,14,559,131,1470,291,3828,2193,35086,681,2029
2021-03-02,5222,3008,57380,820,13,540,150,1458,288,3828,2120,33100,695,1998
2021-03-03,5222,3008,57276,820,11,538,131,1460,285,3828,2097,33022,717,1998
2021-03-04,5222,3008,57380,820,13,527,134,1440,287,3828,2203,35078,721,1967
2021-03-05,5222,3008,57280,818,11,522,135,1438,290,3826,2108,32244,708,1960
2021-03-06,5231,3017,57222,818,10,514,116,1445,287,3835,2040,32113,548,1959
2021-03-07,5231,3017,57244,818,10,524,111,1478,290,3835,1660,26820,529,2002
2021-03-08,5231,3017,57315,818,13,531,133,1404,287,3835,2174,34905,648,1935
2021-03-09,5231,3017,57333,818,9,526,150,1475,284,3835,2113,33014,675,2001
2021-03-10,5231,3017,57269,818,10,519,141,1444,288,3835,2129,33071,712,1963
2021-03-11,5231,3017,57259,818,6,519,141,1461,299,3835,2201,35094,707,1980
2021-03-12,5231,3017,57227,818,9,510,158,1454,287,3835,2063,32227,672,1964
2021-03-13,5261,3053,57018,819,8,513,294,1492,295,3872,2039,31885,511,2005
2021-03-14,5261,3053,56904,819,7,535,147,1549,294,3872,1692,26526,504,2084
2021-03-15,5261,3053,57259,819,7,528,136,1527,295,3872,2112,35050,701,2055
2021-03-16,5266,3058,57168,819,22,559,163,1495,291,3877,2062,32699,697,2054
2021-03-17,5266,3058,57193,819,10,553,162,1529,290,3877,2071,32592,667,2082
2021-03-18,5266,3058,57087,819,18,561,171,1534,271,3877,2170,34594,725,2095
2021-03-19,5262,3058,56858,820,15,553,199,1575,296,3878,2052,31568,708,2128
2021-03-20,5262,3058,57120,820,12,557,123,1610,295,3878,2014,31471,552,2167
2021-03-21,5262,3058,57076,820,14,564,138,1616,299,3878,1686,26323,525,2180
2021-03-22,5262,3058,57186,820,8,594,211,1675,312,3878,2152,34598,660,2269
2021-03-23,5262,3058,57255,820,14,612,180,1651,337,3878,2034,32754,658,2263
2021-03-24,5262,3058,57148,820,14,617,179,1654,327,3878,2061,32738,634,2271
2021-03-25,5277,3058,57230,820,8,643,190,1700,337,3878,2208,34887,662,2343
2021-03-26,5277,3058,56960,823,14,653,151,1675,316,3881,1979,31918,511,2328
2021-03-27,5277,3058,57075,823,13,653,133,1707,340,3881,1972,31749,496,2360
2021-03-28,5277,3058,57058,823,12,671,158,1759,357,3881,1614,26638,505,2430
2021-03-29,5277,3058,57197,823,16,680,172,1809,372,3881,2075,34720,640,2489
2021-03-30,5277,3058,57131,823,9,690,194,1805,376,3881,1998,32683,641,2495
2021-03-31,5277,3058,56985,823,15,694,217,1831,368,3881,1984,32483,550,2525
2021-04-01,5277,3058,56879,823,17,699,228,1841,379,3881,1997,31720,640,2540
2021-04-02,5277,3067,56903,832,13,731,220,1904,371,3899,1918,31062,513,2635
2021-04-03,5283,3067,56842,832,16,768,222,1945,377,3899,1891,30885,456,2713
2021-04-04,5283,3067,56852,832,17,796,192,1999,409,3899,1549,25852,498,2795
2021-04-05,5283,3067,57241,832,11,812,238,2082,435,3899,1934,33926,500,2894
2021-04-06,5283,3067,57205,832,15,812,260,2128,444,3899,1911,32272,598,2940
2021-04-07,5284,3068,57196,832,26,855,283,2149,463,3900,1894,32588,629,3004
2021-04-08,5284,3068,57236,832,20,878,278,2185,490,3900,2007,34964,615,3063
2021-04-09,5284,3075,56967,828,17,919,307,2248,529,3903,1871,31801,638,3167
2021-04-10,5265,3056,56410,828,30,955,309,2374,519,3884,1845,31150,507,3329
2021-04-11,5265,3056,57117,828,24,973,350,2489,557,3884,1494,26258,487,3462
2021-04-12,5265,3056,57222,847,28,987,342,2593,566,3903,1930,33982,631,3580
2021-04-13,5265,3056,57285,847,23,1004,325,2676,593,3903,1828,31878,643,3680
2021-04-14,5265,3056,56991,847,34,1029,327,2692,600,3903,1793,31643,631,3721
2021-04-15,5270,3056,57206,847,35,1084,366,2766,643,3903,1860,33862,634,3850
2021-04-16,5270,3053,57162,847,18,1113,411,2895,658,3900,1770,30824,637,4008
2021-04-17,5263,3046,57010,847,24,1145,345,2956,669,3893,1719,30655,479,4101
2021-04-18,5271,3054,57157,847,21,1175,333,3043,688,3901,1690,30762,478,4218
2021-04-19,5271,3054,57186,847,14,1172,361,3048,710,3901,1782,32770,613,4220
2021-04-20,5271,3054,57221,846,26,1210,414,3113,745,3900,1733,31051,621,4323
2021-04-21,5273,3054,56338,846,30,1244,369,3071,765,3900,1699,30480,588,4315
2021-04-22,5276,3054,56949,846,17,1260,321,3048,761,3900,1746,32651,597,4308
2021-04-23,5277,3075,56773,842,20,1286,337,2995,763,3917,1666,29847,586,4281
2021-04-24,5314,3093,56782,842,17,1294,330,3051,764,3935,1675,29968,442,4345
2021-04-25,5314,3093,56777,842,27,1319,297,3066,767,3935,1618,30252,446,4385
2021-04-26,5314,3093,57106,842,19,1320,318,3039,750,3935,1731,32711,597,4359
2021-04-27,5314,3093,57098,842,20,1321,333,3009,763,3935,1685,30701,608,4330
2021-04-28,5263,3093,57360,842,18,1338,343,2905,783,3935,1660,30480,592,4243
2021-04-29,5253,3093,57211,842,21,1343,325,2853,798,3935,1741,32635,591,4196
2021-04-30,5252,3137,57261,846,16,1348,336,2801,793,3983,1643,29964,574,4149
2021-05-01,5468,3349,57031,846,22,1349,312,2852,780,4195,1606,30024,452,4201
2021-05-02,5468,3349,57043,846,18,1343,291,2910,766,4195,1624,30298,444,4253
2021-05-03,5468,3349,57141,846,21,1345,305,2811,778,4195,1767,32591,493,4156
2021-05-04,5468,3349,57149,846,15,1334,317,2718,792,4195,1719,30635,631,4052
2021-05-05,5472,3354,57178,846,16,1307,283,2687,785,4200,1685,30581,615,3994
2021-05-06,5473,3355,57145,846,23,1279,270,2593,787,4201,1797,32667,646,3872
2021-05-07,5473,3364,56656,850,23,1269,296,2516,763,4214,1694,29590,601,3785
2021-05-08,5473,3364,56559,850,12,1259,266,2507,748,4214,1395,24496,467,3766
2021-05-09,5473,3364,56601,850,13,1246,236,2577,718,4214,1417,24987,455,3823
2021-05-10,5481,3372,57100,850,22,1244,234,2475,735,4222,1821,32615,636,3719
2021-05-11,5481,3372,56928,850,22,1221,252,2507,724,4222,1723,30703,635,3728
2021-05-12,5481,3372,57047,850,12,1225,217,2438,743,4222,1713,28859,614,3663
2021-05-13,5481,3372,57052,850,21,1232,251,2417,750,4222,1807,30808,634,3649
2021-05-14,5478,3376,56977,850,13,1233,178,2224,737,4226,1705,28325,603,3457
2021-05-15,5478,3376,56621,850,12,1242,190,2235,734,4226,1367,22901,475,3477
2021-05-16,5478,3376,56997,850,9,1232,179,2304,709,4226,1400,23390,469,3536
2021-05-17,5478,3376,56943,850,10,1220,167,2199,735,4226,1839,31258,681,3419
2021-05-18,5478,3376,57020,850,11,1168,220,2163,688,4226,1811,31037,698,3331
2021-05-19,5480,3378,56926,850,16,1135,215,2124,636,4228,1846,31016,672,3259
2021-05-20,5480,3378,56982,850,7,1114,203,2025,656,4228,1978,33018,717,3139
2021-05-21,5483,3385,56966,852,23,1090,202,2032,641,4237,1880,30131,686,3122
2021-05-22,5483,3385,56913,852,14,1062,169,1923,610,4237,1852,30046,504,2985
2021-05-23,5483,3385,56879,852,6,1053,197,1964,595,4237,1847,30280,522,3017
2021-05-24,5483,3385,56550,852,15,1047,177,1905,602,4237,1956,32483,569,2952
2021-05-25,5483,3385,57012,852,23,1030,198,1838,580,4237,1884,31370,704,2868
2021-05-26,5483,3384,56980,848,21,1001,172,1786,573,4232,1920,31589,702,2787
2021-05-27,5483,3384,56509,848,15,973,146,1682,567,4232,2008,33653,737,2655
2021-05-28,5485,3384,56835,848,20,933,151,1577,539,4232,1915,30747,719,2510
2021-05-29,5485,3384,57499,848,7,913,108,1541,515,4232,1486,23829,500,2454
2021-05-30,5485,3384,56468,848,19,912,121,1488,493,4232,1915,25479,546,2400
2021-05-31,5485,3384,56644,848,13,871,120,1419,492,4232,2042,33562,712,2290
2021-06-01,5485,3384,56625,848,13,846,116,1397,502,4232,1967,31507,685,2243
2021-06-02,5485,3384,56577,848,10,788,116,1333,461,4232,1958,31299,705,2121
2021-06-03,5490,3389,56743,848,7,748,122,1251,459,4237,1969,31292,703,1999
2021-06-04,5490,3384,56627,847,6,720,112,1216,450,4231,1990,30670,711,1936
2021-06-05,5490,3384,58066,847,11,705,116,1220,436,4231,1574,30453,514,1925
2021-06-06,5490,3384,57696,847,9,687,120,1201,428,4231,1648,33386,539,1888
2021-06-07,5490,3384,57115,847,13,669,105,1160,393,4231,1963,31589,522,1829
2021-06-08,5490,3384,57013,847,10,656,92,1091,401,4231,1991,31966,690,1747
2021-06-09,5490,3384,57083,847,13,636,111,1040,390,4231,1986,32024,672,1676
2021-06-10,5490,3384,56991,847,7,621,99,966,381,4231,2081,34122,556,1587
2021-06-11,5489,3387,56835,848,14,589,102,924,360,4235,1999,31141,664,1513
2021-06-12,5490,3388,56298,848,5,590,99,913,355,4236,1941,30492,620,1503
2021-06-13,5490,3388,56272,848,6,574,84,893,344,4236,1913,30883,629,1467
2021-06-14,5490,3388,56410,848,9,544,71,905,327,4236,2078,33592,667,1449
2021-06-15,5490,3388,56381,848,6,527,85,848,317,4236,2012,31837,674,1375
2021-06-16,5490,3388,56024,848,5,502,67,794,309,4236,2004,31597,622,1296
2021-06-17,5490,3388,55897,848,11,499,87,738,304,4236,2017,31439,621,1237
2021-06-18,5490,3383,55989,848,12,482,79,702,306,4231,2069,32712,674,1184
2021-06-19,5490,3383,56401,848,10,479,81,671,288,4231,1576,30689,419,1150
2021-06-20,5490,3383,56991,848,5,469,72,699,278,4231,1595,31121,434,1168
2021-06-21,5490,3383,56294,848,10,460,55,631,272,4231,2008,31806,642,1091
2021-06-22,5490,3383,56542,848,4,448,60,606,264,4231,2118,34215,651,1054
2021-06-23,5490,3383,56324,848,4,437,65,575,264,4231,2036,31943,637,1012
2021-06-24,5490,3383,56370,848,6,406,54,584,264,4231,2037,31927,644,990
2021-06-25,5490,3383,55953,848,7,400,66,545,243,4231,2127,33012,510,945
2021-06-26,5490,3383,56095,848,2,396,70,532,248,4231,1973,25393,472,928
2021-06-27,5490,3383,55773,848,3,382,53,543,236,4231,1973,25485,498,925
2021-06-28,5490,3383,56325,848,3,364,59,540,231,4231,2054,31597,664,904
2021-06-29,5490,3383,56167,848,7,362,56,502,226,4231,2226,34439,715,864
2021-06-30,5490,3383,55665,848,4,346,74,483,218,4231,2110,31624,711,829
2021-07-01,5490,3383,55816,848,4,335,68,448,200,4231,1677,25572,517,783
2021-07-02,5490,3383,55846,848,5,319,45,442,204,4231,1646,25323,515,761
2021-07-03,5488,3381,55902,848,3,300,43,443,194,4229,1660,25650,495,743
2021-07-04,5488,3381,55609,848,2,295,41,446,189,4229,1699,25427,481,741
2021-07-05,5488,3381,55914,852,4,291,54,444,189,4233,2168,32179,709,735
2021-07-06,5488,3381,56298,852,3,278,52,450,183,4233,2274,34847,736,728
2021-07-07,5488,3381,56306,852,0,267,56,441,176,4233,2155,32699,708,708
2021-07-08,5488,3381,56176,852,5,263,46,389,175,4233,2155,32517,684,652
2021-07-09,5488,3385,55499,861,2,259,54,371,168,4246,2100,31395,665,630
2021-07-10,5488,3385,55382,861,3,262,54,381,166,4246,2044,31151,494,643
2021-07-11,5488,3385,56137,861,3,266,30,364,154,4246,2101,31935,506,630
2021-07-12,5488,3385,56306,861,5,250,40,370,154,4246,2096,32450,640,620
2021-07-13,5488,3385,56857,861,4,239,56,363,147,4246,2163,33392,672,602
2021-07-14,5488,3385,56900,861,1,228,54,359,144,4246,2271,35437,690,587
2021-07-15,5488,3385,56841,861,4,215,43,355,143,4246,2140,33018,674,570
2021-07-16,5488,3384,56663,867,4,202,37,334,138,4251,2101,32291,652,536
2021-07-17,5488,3384,55855,867,3,199,49,342,127,4251,1716,31842,507,541
2021-07-18,5488,3384,55963,867,3,200,38,346,122,4251,1693,31968,501,546
2021-07-19,5488,3384,56426,867,2,195,45,327,124,4251,2138,32502,690,522
2021-07-20,5488,3384,56846,867,7,203,38,305,103,4251,2147,33044,647,508
2021-07-21,5488,3384,56856,867,1,203,44,294,114,4251,2244,35202,683,497
2021-07-22,5488,3384,56604,867,0,198,42,279,111,4251,2109,32705,558,477
2021-07-23,5488,3379,56273,864,3,185,41,258,109,4243,2105,31921,686,443
2021-07-24,5488,3379,56463,864,2,177,39,264,109,4243,2090,32005,508,441
2021-07-25,5488,3379,56693,864,6,180,42,280,104,4243,2058,32294,521,460
2021-07-26,5316,3222,56931,864,4,178,41,277,108,4086,2144,32717,698,455
2021-07-27,5316,3222,56932,864,7,173,45,265,109,4086,2170,33078,712,438
2021-07-28,5316,3226,57240,871,3,178,50,272,109,4097,2269,35213,683,450
2021-07-29,5316,3226,56873,871,3,173,46,274,110,4097,2113,32800,677,447
2021-07-30,5316,3226,56712,871,2,161,45,276,114,4097,2087,31992,657,437
2021-07-31,5316,3226,56787,871,1,150,43,275,105,4097,2057,31472,524,425
2021-08-01,5316,3226,56803,871,0,152,36,280,101,4097,2066,31692,517,432
2021-08-02,5316,3226,56654,871,5,157,30,281,100,4097,2110,32195,517,438
2021-08-03,5316,3226,56431,871,1,159,30,288,97,4097,2138,32526,587,447
2021-08-04,5317,3227,56594,871,5,162,59,293,98,4098,2260,35091,724,455
2021-08-05,5317,3227,56520,871,4,161,67,325,97,4098,2136,32736,710,486
2021-08-06,5317,3227,55691,871,5,165,62,290,99,4098,2095,31599,723,455
2021-08-07,5317,3227,56680,871,1,163,64,305,93,4098,1725,26272,534,468
2021-08-08,5317,3227,56428,871,4,160,49,293,90,4098,1727,26274,531,453
2021-08-09,5317,3222,56144,872,3,163,51,323,91,4094,2135,32534,706,486
2021-08-10,5317,3222,57092,872,10,171,57,327,95,4094,2139,33336,719,498
2021-08-11,5317,3222,56578,872,12,191,90,331,98,4094,2254,35248,765,522
2021-08-12,5317,3222,56808,872,4,192,66,353,93,4094,2098,33294,746,545
2021-08-13,5317,3221,56732,869,10,202,71,362,93,4090,2091,32287,730,564
2021-08-14,5317,3221,56781,869,6,210,73,345,97,4090,1734,26471,570,555
2021-08-15,5317,3221,56968,869,7,215,59,362,98,4090,1725,26945,551,577
2021-08-16,5317,3221,56476,869,7,230,71,403,110,4090,2142,33111,741,633
2021-08-17,5317,3221,56667,869,4,237,69,412,108,4090,2127,33161,765,649
2021-08-18,5317,3221,56973,869,11,240,84,450,103,4090,2203,35528,743,690
2021-08-19,5314,3221,57003,869,10,253,73,485,111,4090,2090,33307,717,738
2021-08-20,5314,3229,56533,868,7,256,76,530,115,4097,2065,32397,728,786
2021-08-21,4586,2538,49801,511,3,209,76,480,88,3049,1695,26676,531,689
2021-08-22,4586,2538,49883,511,4,224,61,525,91,3049,1677,26789,543,749
2021-08-23,4586,2538,49428,511,4,230,53,523,98,3049,1716,27199,576,753
2021-08-24,5314,3229,56711,868,10,319,103,622,140,4097,2112,33479,721,941
2021-08-25,5314,3229,56699,868,16,331,86,649,138,4097,2175,35571,748,980
2021-08-26,5308,3229,56682,868,13,346,112,710,138,4097,2091,33087,714,1056
2021-08-27,5308,3224,56387,847,13,362,95,723,141,4071,2072,32239,715,1085
2021-08-28,5308,3224,55809,847,8,361,95,732,154,4071,2045,26189,536,1093
2021-08-29,5308,3224,56352,847,6,375,78,744,151,4071,2046,26972,530,1119
2021-08-30,5308,3224,56708,847,10,384,120,791,153,4071,2049,32835,637,1175
2021-08-31,5308,3224,56505,868,19,404,124,803,169,4092,2114,33195,753,1207
2021-09-01,5308,3224,56662,868,15,419,136,821,188,4092,2164,35447,773,1240
2021-09-02,5308,3224,56115,868,21,445,120,822,196,4092,2081,32895,717,1267
2021-09-03,5308,3227,56513,866,19,459,111,891,197,4093,2006,32361,627,1350
2021-09-04,5308,3227,56391,866,11,473,123,925,203,4093,2013,26347,570,1398
2021-09-05,5308,3227,56079,866,19,493,114,942,213,4093,1991,26331,554,1435
2021-09-06,5308,3227,56706,866,15,512,131,962,216,4093,2017,27235,582,1474
2021-09-07,5308,3227,56259,866,15,527,105,1022,218,4093,2141,32919,740,1549
2021-09-08,5308,3227,56401,866,26,537,146,1073,227,4093,2238,35553,852,1610
2021-09-09,5312,3227,56467,866,13,547,123,1088,232,4093,2121,33485,714,1635
2021-09-10,5312,3228,56583,867,15,568,122,1158,241,4095,2103,33170,694,1726
2021-09-11,2930,1595,37032,867,11,419,75,960,138,2462,535,15464,52,1379
2021-09-12,5312,3228,56686,867,13,599,122,1197,238,4095,2038,33213,538,1796
2021-09-13,5312,3228,56839,867,18,616,106,1166,242,4095,2128,33653,645,1782
2021-09-14,5312,3228,56895,867,18,633,140,1244,251,4095,2211,36346,695,1877
2021-09-15,5312,3228,56809,867,17,635,111,1258,254,4095,2217,36230,823,1893
2021-09-16,5313,3228,56814,867,18,636,120,1268,268,4095,2222,35891,757,1904
2021-09-17,5315,3231,56757,869,17,624,119,1298,251,4100,2178,35258,834,1922
2021-09-18,4587,2538,49838,511,9,475,78,1167,172,3049,1723,27295,549,1642
2021-09-19,4587,2538,49886,511,10,489,63,1192,169,3049,1761,27524,533,1681
2021-09-20,5315,3231,56855,869,17,652,120,1353,280,4100,2166,35820,812,2005
2021-09-21,5289,3207,56890,869,19,674,139,1424,280,4076,2169,36058,808,2098
2021-09-22,5289,3207,56433,869,18,678,140,1447,291,4076,2164,36010,829,2125
2021-09-23,5289,3207,56785,869,20,685,173,1477,286,4076,2162,35899,592,2162
2021-09-24,5289,3209,56807,871,13,682,115,1463,283,4080,2054,33061,763,2145
2021-09-25,4561,2514,49577,511,8,536,62,1241,184,3025,1703,27126,535,1777
2021-09-26,4561,2514,50060,511,9,553,58,1275,189,3025,1705,27535,543,1828
2021-09-27,5289,3209,56864,871,16,690,131,1496,284,4080,2176,35683,790,2186
2021-09-28,5289,3209,56845,871,13,691,160,1501,275,4080,2225,35986,814,2192
2021-09-29,5289,3209,56776,871,19,696,150,1493,266,4080,2221,36002,844,2189
2021-09-30,4561,2514,49520,511,10,538,94,1293,180,3025,1900,29760,644,1831
2021-10-01,5289,3208,55460,871,9,672,111,1479,263,4079,2175,33794,811,2151
2021-10-02,4561,2514,49909,511,9,533,68,1307,176,3025,1836,28916,580,1840
2021-10-03,4561,2514,49555,511,6,531,67,1309,177,3025,1845,28692,574,1840
2021-10-04,5289,3208,56365,871,19,670,114,1534,256,4079,2238,34849,827,2204
2021-10-05,5289,3208,56796,871,16,670,195,1539,254,4079,2296,36278,772,2209
2021-10-06,5289,3208,56838,871,13,650,144,1571,251,4079,2288,36337,865,2221
2021-10-07,5289,3208,56760,871,12,651,167,1594,250,4079,2250,35864,869,2245
2021-10-08,5289,3201,56552,871,10,650,136,1557,247,4072,2246,35565,866,2207
2021-10-09,5289,3201,56019,871,15,638,112,1505,252,4072,1861,28651,598,2143
2021-10-10,5289,3201,56049,871,6,636,96,1524,248,4072,1835,28564,580,2160
2021-10-11,5289,3201,56773,871,12,616,123,1535,246,4072,1851,29227,577,2151
2021-10-12,5289,3200,56673,871,17,638,111,1511,264,4071,2233,35451,885,2149
2021-10-13,5289,3201,56954,871,9,634,146,1535,265,4072,2294,36872,886,2169
2021-10-14,5289,3201,57361,871,20,638,135,1493,276,4072,2284,36899,800,2131
2021-10-15,5250,3180,57048,874,9,630,130,1507,274,4054,2261,36611,787,2137
2021-10-16,5250,3180,57284,874,10,622,99,1464,265,4054,2217,35743,611,2086
2021-10-17,5250,3180,57251,874,15,631,109,1478,270,4054,2233,35211,583,2109
2021-10-18,5250,3180,57210,874,14,618,149,1469,269,4054,2258,35990,753,2087
2021-10-19,5237,3170,57453,874,9,593,108,1479,275,4044,2318,36684,778,2072
2021-10-20,5237,3170,57211,874,16,592,116,1426,268,4044,2282,36869,769,2018
2021-10-21,5237,3170,56399,874,15,562,110,1432,242,4044,2193,33460,754,1994
2021-10-22,5237,3170,56456,871,17,553,113,1379,245,4041,2127,33714,766,1932
2021-10-23,5237,3170,56432,871,9,557,117,1333,244,4041,2103,32922,574,1890
2021-10-24,5237,3170,56068,871,10,549,104,1323,243,4041,2109,32335,572,1872
2021-10-25,5237,3170,56605,871,14,545,93,1305,239,4041,2243,35288,759,1850
2021-10-26,5237,3170,57065,871,25,546,121,1272,245,4041,2299,36430,779,1818
2021-10-27,5237,3170,57025,871,24,556,134,1274,253,4041,2279,36465,775,1830
2021-10-28,5237,3170,57320,871,18,548,118,1276,241,4041,2289,36698,665,1824
2021-10-29,5237,3171,56871,871,15,546,105,1245,242,4042,2196,34930,747,1791
2021-10-30,5237,3171,56937,871,14,532,97,1218,244,4042,2150,28283,546,1750
2021-10-31,5237,3171,56433,871,13,522,113,1241,233,4042,2120,27937,524,1763
2021-11-01,5237,3171,56982,873,19,523,91,1268,230,4044,2158,34230,748,1791
2021-11-02,5237,3171,57010,873,13,515,106,1322,232,4044,2200,35185,745,1837
2021-11-03,5237,3171,56037,873,15,492,123,1236,241,4044,2190,34295,732,1728
2021-11-04,5237,3171,56952,873,13,475,140,1242,235,4044,2190,35498,770,1717
2021-11-05,5237,3169,56730,877,9,466,111,1242,224,4046,2177,34815,739,1708
2021-11-06,5237,3169,56957,877,7,454,98,1243,217,4046,2179,34216,528,1697
2021-11-07,5237,3169,56646,877,11,449,102,1256,214,4046,2133,34037,545,1705
2021-11-08,5237,3169,55305,875,9,443,105,1234,215,4044,2216,33824,693,1677
2021-11-09,5237,3169,56241,875,14,448,97,1231,220,4044,2241,34733,751,1679
2021-11-10,5237,3169,56981,875,12,430,115,1152,216,4044,2220,35301,749,1582
2021-11-11,5237,3169,56284,875,9,414,108,1184,215,4044,2233,34224,561,1598
2021-11-12,5237,3167,55733,878,15,417,112,1173,208,4045,2206,33549,731,1590
2021-11-13,5237,3167,56674,878,13,416,124,1174,204,4045,2165,33610,526,1590
2021-11-14,5237,3167,56020,878,10,421,85,1184,212,4045,2184,32854,527,1605
2021-11-15,5237,3167,56443,878,13,425,94,1161,210,4045,2187,34183,728,1586
2021-11-16,5237,3167,56993,878,8,407,116,1189,202,4045,2223,34824,738,1596
2021-11-17,5237,3167,56774,878,12,403,104,1171,201,4045,2216,34827,706,1574
2021-11-18,5237,3167,57079,878,12,406,120,1164,205,4045,2203,34818,728,1570
2021-11-19,5236,3160,56033,874,11,407,111,1136,209,4034,2206,34242,716,1543
2021-11-20,5235,3160,56254,874,8,406,109,1116,210,4034,2178,34275,555,1522
2021-11-21,5235,3160,56314,874,16,419,93,1129,207,4034,2162,33419,518,1548
2021-11-22,5235,3160,55988,874,7,412,118,1128,210,4034,2218,34256,735,1540
2021-11-23,5235,3160,56640,874,13,424,108,1107,214,4034,2264,35812,738,1531
2021-11-24,5235,3160,55326,874,9,414,101,1093,198,4034,2251,34696,741,1507
2021-11-25,5235,3160,56461,874,9,411,101,1024,205,4034,2262,35693,757,1435
