Date,BEDCAP_ICU,VENTCAP_ICU,BEDCAP_OTHER,VENTCAP_OTHER,COVID_NEWICU,COVID_ICU,COVID_NEWOTHER,COVID_OTHER,COVID_VENT,VENTCAP_TOTAL,NONCOVID_ICU,NONCOVID_OTHER,NONCOVID_VENT,COVID_HOSP
2021-11-26,5235,3162,56452,875,13,406,105,1033,206,4037,2232,35090,762,1439
2021-11-27,5235,3162,55724,875,15,395,106,1056,205,4037,2092,31943,570,1451
2021-11-28,5235,3162,55756,875,7,404,88,1046,207,4037,2101,30802,587,1450
2021-11-29,5235,3162,56108,875,18,430,101,1071,212,4037,2169,34076,743,1501
2021-11-30,5235,3162,56145,875,4,420,76,1089,204,4037,2314,33445,734,1509
2021-12-01,5235,3162,56082,875,10,408,110,1081,204,4037,2275,33429,728,1489
2021-12-02,5235,3162,56022,875,11,400,93,1042,207,4037,2272,35140,710,1442
2021-12-03,5198,3160,55930,873,16,419,118,987,210,4033,2303,34914,714,1406
2021-12-04,5198,3160,55012,873,7,411,100,991,209,4033,2214,31320,551,1402
2021-12-05,5198,3160,55137,873,4,422,63,1027,212,4033,2146,29513,514,1449
2021-12-06,5198,3160,56206,873,13,416,118,1015,211,4033,2314,34940,714,1431
2021-12-07,5198,3160,56871,873,15,395,101,1022,214,4033,2366,36170,742,1417
2021-12-08,5198,3160,56343,873,12,399,111,1003,209,4033,2400,35787,768,1402
2021-12-09,5198,3160,56860,873,17,395,108,1006,204,4033,2397,36189,811,1401
2021-12-10,5198,3163,56706,871,15,390,114,1002,201,4034,2350,35560,763,1392
2021-12-11,5198,3163,56521,871,11,394,114,1020,197,4034,2258,32520,533,1414
2021-12-12,5198,3163,56368,871,15,409,101,1035,192,4034,2250,32139,504,1444
2021-12-13,5198,3163,55712,871,13,418,100,1010,211,4034,2320,34391,718,1428
2021-12-14,5198,3163,55842,871,11,418,135,990,216,4034,2342,35221,752,1408
2021-12-15,5206,3171,55562,871,11,407,122,1024,220,4042,2363,34877,785,1431
2021-12-16,5206,3171,56274,871,14,389,139,1052,203,4042,2363,35437,750,1441
2021-12-17,5210,3172,56060,872,16,402,157,1064,205,4044,2356,34829,748,1466
2021-12-18,5210,3172,55322,872,22,421,135,1063,218,4044,2223,31047,558,1484
2021-12-19,5210,3172,55575,872,15,426,137,1123,221,4044,2193,30781,548,1549
2021-12-20,5210,3172,56195,768,12,436,148,1132,221,3940,2328,35019,799,1568
2021-12-21,5212,3174,55899,768,14,432,183,1180,229,3942,2358,34865,821,1612
2021-12-22,5212,3174,55787,768,14,425,209,1278,220,3942,2330,33636,774,1703
2021-12-23,5213,3174,55882,768,17,432,221,1279,226,3942,2240,33649,793,1711
2021-12-24,5213,3174,55732,768,10,422,147,1327,213,3942,2138,31902,787,1749
2021-12-25,5213,3174,55522,768,10,420,126,1376,210,3942,2028,28401,552,1796
2021-12-26,5213,3174,55583,768,34,447,386,1633,211,3942,2087,30867,550,2080
2021-12-27,5213,3174,55611,768,21,461,310,1863,220,3942,2143,31694,591,2324
2021-12-28,5213,3174,56340,768,20,460,371,2091,222,3942,2152,33004,553,2551
2021-12-29,5213,3174,56295,768,34,495,516,2421,227,3942,2199,33357,784,2916
2021-12-30,5214,3175,55498,767,32,519,526,2763,233,3942,2241,33024,780,3282
2021-12-31,5213,3174,55117,768,28,538,488,2721,252,3942,2227,32349,767,3259
2022-01-01,5213,3174,55427,768,25,562,444,3223,252,3942,2159,30142,553,3785
2022-01-02,5213,3174,55078,768,44,607,590,3587,278,3942,2225,32002,565,4194
2022-01-03,5213,3174,55367,768,29,633,700,4045,288,3942,2207,32587,552,4678
2022-01-04,5213,3170,56434,767,38,693,667,4532,316,3937,2269,34251,795,5225
2022-01-05,5214,3171,55908,767,48,726,806,4947,345,3938,2152,33889,816,5673
2022-01-06,5214,3171,55924,767,49,779,869,5251,361,3938,2232,33457,778,6030
2022-01-07,5213,3169,55676,763,36,854,915,5783,394,3932,2166,33273,755,6637
2022-01-08,5213,3169,56141,763,37,892,806,6182,395,3932,2116,32967,551,7074
2022-01-09,5213,3169,56034,763,21,903,819,6442,400,3932,2084,32738,529,7345
2022-01-10,5213,3169,56244,763,46,962,907,7006,418,3932,2089,33137,747,7968
2022-01-11,5213,3169,56045,763,40,1010,1039,7418,433,3932,2101,32983,762,8428
2022-01-12,5213,3169,56443,763,46,1020,1016,7834,454,3932,2108,33065,742,8854
2022-01-13,5213,3169,56020,763,42,1056,1037,8161,471,3932,2077,32278,754,9217
2022-01-14,5213,3170,55886,762,38,1085,999,8411,514,3932,2035,32070,752,9496
2022-01-15,5213,3170,56367,762,49,1110,1014,8751,538,3932,1998,32034,535,9861
2022-01-16,5213,3170,56366,762,39,1113,829,9021,554,3932,1961,31764,531,10134
2022-01-17,5213,3170,55830,762,42,1167,794,9253,564,3932,1969,31379,726,10420
2022-01-18,5213,3170,56385,762,49,1182,893,9216,573,3932,2017,32629,686,10398
2022-01-19,5213,3170,56496,762,52,1194,965,9349,573,3932,2024,32435,699,10543
2022-01-20,5213,3170,56427,762,36,1174,913,9330,587,3932,2016,32561,662,10504
2022-01-21,5222,3176,56566,767,47,1190,876,9245,611,3943,2005,32596,698,10435
2022-01-22,5222,3176,56243,767,31,1184,778,9273,605,3943,1999,31640,523,10457
2022-01-23,5222,3176,56414,767,41,1182,726,9438,601,3943,1952,31717,500,10620
2022-01-24,5222,3176,56583,767,39,1204,731,9555,613,3943,2009,32380,688,10759
2022-01-25,5222,3176,56501,767,37,1159,775,9283,618,3943,2033,33011,694,10442
2022-01-26,5227,3176,56320,767,25,1126,704,9113,588,3943,2046,32828,686,10239
2022-01-27,5227,3176,56260,767,39,1137,779,8983,609,3943,2041,32623,709,10120
2022-01-28,5227,3176,56602,766,45,1134,758,8606,605,3942,1988,33107,712,9740
2022-01-29,5227,3176,55711,766,33,1109,586,8473,566,3942,1955,31503,542,9582
2022-01-30,5227,3176,55690,766,27,1107,530,8534,556,3942,1950,31483,486,9641
2022-01-31,5227,3176,56504,766,31,1102,610,8486,555,3942,1990,32713,691,9588
2022-02-01,5227,3176,56491,766,32,1060,650,8273,536,3942,2046,33511,684,9333
2022-02-02,5227,3176,56183,766,32,1033,606,7985,539,3942,2037,33598,718,9018
2022-02-03,5228,3177,55789,766,31,1017,639,7758,511,3943,2059,33060,717,8775
2022-02-04,5228,3174,55832,768,38,1000,549,7449,492,3942,2048,32979,899,8449
2022-02-05,5228,3174,56313,768,30,969,498,7260,483,3942,2087,32796,561,8229
2022-02-06,5228,3174,55878,768,25,973,434,7270,483,3942,2033,32340,524,8243
2022-02-07,5228,3174,56102,768,28,976,455,7193,498,3942,2091,33324,927,8169
2022-02-08,5228,3174,55461,768,30,944,565,7010,482,3942,2075,33225,909,7954
2022-02-09,5228,3174,55176,768,26,930,542,6791,480,3942,2099,33152,729,7721
2022-02-10,5228,3174,56289,768,30,894,494,6520,451,3942,2129,34155,730,7414
2022-02-11,5228,3189,55807,769,30,848,434,6258,427,3958,2136,33788,751,7106
2022-02-12,5228,3189,54968,769,23,820,394,6041,401,3958,2118,32229,546,6861
2022-02-13,5228,3189,55553,769,18,813,313,6132,390,3958,2031,31507,526,6945
2022-02-14,5228,3189,56214,769,17,779,395,5988,384,3958,2120,34484,702,6767
2022-02-15,5228,3189,56352,769,20,754,381,5793,382,3958,2136,35029,706,6547
2022-02-16,5228,3189,56557,769,21,734,425,5613,371,3958,2175,35076,715,6347
2022-02-17,5228,3192,56225,773,26,727,393,5422,359,3965,2082,34701,689,6149
2022-02-18,5228,3192,56129,773,15,697,350,5242,349,3965,2088,34683,556,5939
2022-02-19,5228,3192,56178,773,24,661,353,5134,334,3965,2017,31392,526,5795
2022-02-20,5228,3192,56267,773,19,647,292,5176,334,3965,2005,31744,533,5823
2022-02-21,5228,3192,56171,773,18,638,281,5127,322,3965,2032,31595,504,5765
2022-02-22,5228,3192,55745,773,9,626,340,5003,307,3965,2108,34318,691,5629
2022-02-23,5228,3192,55727,773,16,624,376,4955,307,3965,2144,34462,694,5579
2022-02-24,5228,3192,55787,773,37,600,308,4659,286,3965,2158,34756,698,5259
2022-02-25,5228,3182,56355,773,14,566,313,4485,273,3955,2100,35365,689,5051
2022-02-26,5228,3182,56103,773,13,554,300,4338,282,3955,2019,32004,534,4892
2022-02-27,5228,3182,55968,773,12,539,211,4324,263,3955,2027,31696,500,4863
2022-02-28,5228,3182,56440,773,15,543,247,4221,252,3955,2136,35339,680,4764
2022-03-01,5228,3182,56522,773,13,531,312,4084,254,3955,2049,34131,711,4615
2022-03-02,5228,3182,56522,773,14,520,341,4067,252,3955,2064,34181,732,4587
2022-03-03,5228,3182,56244,773,11,510,297,4001,240,3955,2184,35534,696,4511
2022-03-04,5228,3184,56147,774,16,483,251,3884,228,3958,2174,35064,715,4367
2022-03-05,5228,3184,55384,774,14,476,242,3785,215,3958,2073,31639,672,4261
2022-03-06,5228,3184,55732,774,16,478,229,3821,218,3958,2055,31678,680,4299
2022-03-07,5228,3184,56359,774,10,475,246,3820,224,3958,2167,35184,739,4295
2022-03-08,5228,3184,55513,774,12,462,268,3703,213,3958,2226,34854,757,4165
2022-03-09,5228,3184,55513,774,8,459,265,3737,209,3958,2236,34924,765,4196
2022-03-10,5228,3184,56501,774,8,437,249,3587,206,3958,2229,35837,728,4024
2022-03-11,5228,3180,54732,775,8,424,231,3495,198,3955,2200,33954,758,3919
2022-03-12,5228,3180,55825,775,10,416,217,3398,189,3955,2151,31910,594,3814
2022-03-13,5228,3180,55916,775,2,408,187,3407,176,3955,2129,32091,564,3815
2022-03-14,5221,3173,55560,775,15,411,246,3427,184,3948,2227,34630,690,3838
2022-03-15,5221,3173,56308,775,10,385,257,3407,173,3948,2248,35643,741,3792
2022-03-16,5221,3173,56306,775,7,380,257,3324,164,3948,2243,35483,724,3704
2022-03-17,5221,3173,56298,775,7,355,249,3290,161,3948,2308,35988,679,3645
2022-03-18,5221,3174,55724,774,10,339,260,3262,147,3948,2277,35019,700,3601
2022-03-19,5221,3174,54379,774,10,335,229,3246,151,3948,2212,31111,519,3581
2022-03-20,5221,3174,54255,774,8,344,222,3306,147,3948,2116,30905,515,3650
2022-03-21,5221,3174,54813,774,14,343,262,3348,155,3948,2163,34141,682,3691
2022-03-22,5221,3174,56382,774,13,346,309,3359,158,3948,2210,36133,690,3705
2022-03-23,5221,3174,56382,774,11,346,344,3367,154,3948,2216,36168,693,3713
2022-03-24,5223,3174,56063,774,13,349,278,3404,150,3948,2179,33314,681,3753
2022-03-25,5223,3172,56239,776,15,338,329,3378,151,3948,2195,33822,653,3716
2022-03-26,5223,3172,55328,776,16,339,309,3500,146,3948,2149,31225,531,3839
2022-03-27,5223,3172,54930,776,10,343,268,3582,145,3948,2152,30665,513,3925
2022-03-28,5223,3172,56280,776,17,355,332,3584,137,3948,2171,32986,691,3939
2022-03-29,5223,3172,56064,776,14,345,334,3709,148,3948,2289,35165,708,4054
2022-03-30,5223,3172,56062,776,15,335,345,3732,148,3948,2299,35168,729,4067
2022-03-31,5216,3165,56314,776,20,320,434,3881,142,3941,2326,33422,715,4201
2022-04-01,5216,3165,55726,772,14,318,409,3949,141,3937,2322,32300,704,4267
2022-04-02,5216,3165,56023,772,22,326,399,4043,140,3937,2277,31856,549,4369
2022-04-03,5216,3165,56116,772,13,324,398,4292,145,3937,2166,31679,529,4616
2022-04-04,5216,3165,55365,772,15,344,427,4442,159,3937,2223,33584,703,4786
2022-04-05,5216,3165,56062,772,17,337,477,4584,157,3937,2302,34895,709,4921
2022-04-06,5216,3165,56062,772,14,339,470,4583,158,3937,2301,34910,710,4922
2022-04-07,5041,2990,56206,772,19,353,528,4818,159,3762,2235,32962,720,5171
2022-04-08,5041,2990,55601,772,17,359,514,4800,165,3762,2213,32538,714,5159
2022-04-09,5041,2990,55597,772,14,369,419,4962,166,3762,2176,31072,570,5331
2022-04-10,5041,2990,55701,772,10,370,393,5183,156,3762,2143,31060,564,5553
2022-04-11,5041,2990,55378,772,20,381,503,5284,160,3762,2201,33213,714,5665
2022-04-12,5041,2990,55072,772,34,396,532,5486,170,3762,2220,33353,738,5882
2022-04-13,5041,2990,55072,772,27,400,507,5486,171,3762,2232,33306,743,5886
2022-04-14,5041,2990,55378,772,14,393,606,5709,168,3762,2161,31582,707,6102
2022-04-15,5041,2990,55583,772,23,418,522,5738,177,3762,2145,31082,550,6156
2022-04-16,5041,2990,54701,772,13,426,464,5780,169,3762,2110,30111,536,6206
2022-04-17,5041,2990,55303,772,11,419,413,5974,175,3762,2096,30177,543,6393
2022-04-18,5041,2990,55394,772,20,433,479,6168,178,3762,2124,30568,565,6601
2022-04-19,5041,3002,56075,770,17,429,510,6209,177,3772,2229,34111,724,6638
2022-04-20,5041,3002,56075,770,20,425,518,6172,173,3772,2229,34049,725,6597
2022-04-21,5041,3002,56080,770,15,403,530,6280,161,3772,2344,32573,735,6683
2022-04-22,5041,3000,56099,771,20,407,606,6239,159,3771,2322,32454,722,6646
2022-04-23,5039,2998,55692,773,26,430,509,6232,169,3771,2305,30895,549,6662
2022-04-24,5039,2998,55850,773,9,427,402,6338,173,3771,2148,30739,538,6765
2022-04-25,5039,2998,55726,773,25,428,508,6439,174,3771,2218,33404,710,6867
2022-04-26,5037,2996,55658,773,19,418,548,6367,171,3769,2216,32034,663,6785
2022-04-27,5039,2998,55655,771,22,429,553,6374,176,3769,2212,32036,666,6803
2022-04-28,5214,3173,56238,771,27,422,532,6347,174,3944,2306,32892,714,6769
2022-04-29,5214,3178,56154,774,24,395,530,6225,163,3952,2142,32564,693,6620
2022-04-30,5214,3178,55378,774,17,383,466,6157,162,3952,2138,30709,553,6540
2022-05-01,5214,3178,55448,774,21,414,355,6221,166,3952,2116,30449,541,6635
2022-05-02,5214,3178,55757,774,11,400,398,6299,163,3952,2215,33354,716,6699
2022-05-03,5214,3178,56282,774,11,400,481,6246,169,3952,2251,34648,691,6646
2022-05-04,5214,3178,56277,774,15,401,512,6269,169,3952,2249,34663,719,6670
2022-05-05,5033,3178,55207,774,14,379,450,6072,157,3952,2348,33679,703,6451
2022-05-06,5034,3209,55685,787,18,368,444,5928,146,3996,2364,33774,725,6296
2022-05-07,5034,3209,55153,787,18,357,379,5745,142,3996,2328,32597,594,6102
2022-05-08,5034,3209,55187,787,13,347,325,5852,140,3996,2187,32055,602,6199
2022-05-09,5034,3209,56086,787,16,336,358,5849,136,3996,2220,34062,743,6185
2022-05-10,5034,3209,55280,787,13,320,426,5693,139,3996,2266,33959,763,6013
2022-05-11,5034,3209,55280,787,16,324,448,5703,136,3996,2265,33981,761,6027
2022-05-12,5034,3209,55924,787,19,318,362,5525,135,3996,2335,32397,728,5843
2022-05-13,5034,3215,56052,790,13,303,383,5269,120,4005,2317,32449,728,5572
2022-05-14,5034,3215,55627,790,14,300,339,5169,122,4005,2228,31006,592,5469
2022-05-15,5034,3215,55597,790,10,313,272,5229,127,4005,2141,31011,575,5542
2022-05-16,5034,3215,56097,790,11,315,354,5194,132,4005,2188,32258,702,5509
2022-05-17,5034,3215,54929,790,15,313,377,5114,135,4005,2242,31787,731,5427
2022-05-18,5034,3215,54929,790,17,311,364,5083,134,4005,2239,31853,736,5394
2022-05-19,5034,3215,55666,790,14,313,318,4861,138,4005,2268,34726,742,5174
2022-05-20,5034,3209,56076,790,12,305,293,4425,143,3999,2256,34973,755,4730
2022-05-21,5034,3209,55898,790,18,294,263,4510,142,3999,2240,33351,594,4804
2022-05-22,5034,3209,55795,790,14,286,214,4487,136,3999,2230,32566,625,4773
2022-05-23,5034,3209,55173,790,9,281,235,4509,128,3999,2225,32752,593,4790
2022-05-24,5034,3209,55498,790,10,286,256,4439,133,3999,2304,34180,753,4725
2022-05-25,5034,3209,55498,790,7,282,284,4417,133,3999,2334,34313,733,4699
2022-05-26,5029,3208,56308,790,8,263,256,4185,117,3998,2327,30962,736,4448
2022-05-27,5029,3208,55975,788,5,240,261,4019,112,3996,2269,30595,713,4259
2022-05-28,5029,3208,55718,788,11,236,231,3896,107,3996,2293,29643,594,4132
2022-05-29,5029,3208,55367,788,10,237,208,3955,105,3996,2299,28999,598,4192
2022-05-30,5029,3208,55825,788,12,235,236,3898,106,3996,2327,30242,706,4133
2022-05-31,5029,3208,55846,788,9,221,262,3684,100,3996,2386,30876,772,3905
2022-06-01,5029,3208,55846,788,7,218,251,3651,103,3996,2391,30974,774,3869
2022-06-02,5029,3208,56264,788,6,211,266,3548,93,3996,2361,35893,716,3759
2022-06-03,5029,3203,55080,793,11,195,223,3409,81,3996,2210,34258,684,3604
2022-06-04,5029,3203,54327,793,4,188,144,3331,81,3996,2280,32946,575,3519
2022-06-05,5029,3203,54526,793,5,193,121,3300,88,3996,2260,32730,588,3493
2022-06-06,5029,3203,56097,793,11,190,249,3291,92,3996,2278,35051,619,3481
2022-06-07,5029,3203,55927,793,6,181,264,3215,90,3996,2313,35461,731,3396
2022-06-08,5029,3203,55928,793,10,184,256,3198,87,3996,2319,35585,732,3382
2022-06-09,5029,3203,56524,793,9,167,223,3152,77,3996,2347,36073,733,3319
2022-06-10,5029,3201,56079,794,6,166,257,3103,78,3995,2249,35379,727,3269
2022-06-11,5029,3201,55889,794,4,160,139,3100,75,3995,2253,34698,550,3260
2022-06-12,5029,3201,56132,794,7,158,127,3105,80,3995,2264,34481,566,3263
2022-06-13,5029,3201,56051,794,8,170,265,3099,77,3995,2270,35106,672,3269
2022-06-14,5029,3201,55385,794,7,157,222,2964,75,3995,2319,35010,713,3121
2022-06-15,5029,3201,55385,794,5,160,230,2952,75,3995,2340,35120,710,3112
2022-06-16,5029,3201,55442,794,4,151,244,2943,70,3995,2037,29404,601,3094
2022-06-17,5029,3204,54228,792,9,152,213,2853,68,3996,2044,28175,596,3005
2022-06-18,5029,3204,55772,792,6,144,133,2852,65,3996,2019,28651,574,2996
2022-06-19,5029,3204,54575,792,2,153,131,2894,66,3996,2006,28187,554,3047
2022-06-20,5029,3204,55991,792,24,164,311,2943,74,3996,2064,29522,610,3107
2022-06-21,5029,3204,55706,792,14,162,264,2965,77,3996,2053,29724,599,3127
2022-06-22,5029,3204,55688,792,10,160,290,2955,78,3996,2470,35508,693,3115
2022-06-23,5029,3204,56236,792,10,162,273,2928,77,3996,2310,30984,741,3090
2022-06-24,5029,3197,55373,790,8,151,228,2879,69,3987,2244,29943,748,3030
2022-06-25,5029,3197,55891,790,5,149,148,2868,70,3987,2204,29105,576,3017
2022-06-26,5029,3197,55341,790,6,158,124,2874,65,3987,2200,28623,543,3032
2022-06-27,5029,3197,55900,790,20,162,416,3024,66,3987,2249,29993,662,3186
2022-06-28,5029,3197,56946,790,9,163,270,3080,76,3987,2271,30924,589,3243
2022-06-29,5029,3197,56946,790,10,163,306,3084,79,3987,2283,30950,718,3247
2022-06-30,5031,3208,55633,794,6,174,279,3004,85,4002,2228,35091,686,3178
2022-07-01,5032,3208,55447,794,5,162,270,3061,83,4002,2198,33443,552,3223
2022-07-02,5033,3208,55510,794,4,162,162,3086,81,4002,2161,33754,548,3248
2022-07-03,5034,3208,55400,794,2,166,151,3147,79,4002,2203,33610,553,3313
2022-07-04,5035,3208,55413,794,18,178,521,3340,71,4002,2254,34489,685,3518
2022-07-05,5036,3208,56328,794,12,184,398,3393,78,4002,2310,35882,696,3577
2022-07-06,5036,3208,56328,794,12,185,405,3410,79,4002,2314,35895,692,3595
2022-07-07,5037,3209,55496,793,9,196,386,3502,78,4002,2306,34644,703,3698
2022-07-08,5037,3207,51443,790,18,196,368,3606,79,3997,2288,30645,692,3802
2022-07-09,5037,3207,55548,790,13,207,207,3624,76,3997,2187,33710,555,3831
2022-07-10,5037,3207,55420,790,5,204,187,3669,75,3997,2218,33527,537,3873
2022-07-11,5037,3207,54652,790,12,210,601,3869,75,3997,2242,33311,694,4079
2022-07-12,5037,3207,55437,790,18,219,463,4002,76,3997,2580,36055,707,4221
2022-07-13,5037,3207,55436,790,16,214,407,4004,77,3997,2271,34780,700,4218
2022-07-14,5037,3207,55433,789,9,209,447,4257,91,3996,2259,34439,650,4466
2022-07-15,5037,3216,55820,789,15,198,434,4254,84,4005,2203,34807,662,4452
2022-07-16,5037,3216,55642,789,9,190,209,4290,85,4005,2186,33546,531,4480
2022-07-17,5037,3216,55255,789,7,200,220,4431,81,4005,2167,32646,524,4631
2022-07-18,5037,3216,55856,789,33,225,717,4579,80,4005,2220,33678,656,4804
2022-07-19,5037,3216,55475,789,14,236,519,4827,87,4005,2295,34176,650,5063
2022-07-20,5037,3216,55475,789,14,234,521,4820,85,4005,2299,34240,652,5054
2022-07-21,5071,3229,54592,789,16,231,455,4833,86,4018,2244,33533,661,5064
2022-07-22,5071,3229,55526,789,16,240,474,4684,91,4018,2197,34279,687,4924
2022-07-23,5071,3229,54736,789,6,244,206,4682,89,4018,2183,32649,511,4926
2022-07-24,5071,3229,54689,789,2,245,221,4873,86,4018,2188,32314,492,5118
2022-07-25,5071,3229,55452,789,27,253,723,4939,95,4018,2222,33832,644,5192
2022-07-26,5071,3229,55225,789,19,271,509,5089,110,4018,2258,34065,654,5360
2022-07-27,5071,3229,55233,789,15,268,495,5073,110,4018,2266,34062,660,5341
2022-07-28,5071,3229,55709,789,17,279,423,5032,111,4018,2233,34181,657,5311
2022-07-29,5071,3229,55706,789,17,281,415,4871,110,4018,2182,33985,681,5152
2022-07-30,5071,3229,54888,789,13,281,202,4840,103,4018,2154,32326,533,5121
2022-07-31,5071,3229,54813,789,8,297,183,4812,104,4018,2098,32091,524,5109
2022-08-01,5071,3229,55506,789,30,287,530,4940,101,4018,2151,33035,546,5227
2022-08-02,5071,3229,55595,789,13,295,464,5008,104,4018,2222,33854,656,5303
2022-08-03,5071,3229,55595,789,15,296,483,5058,107,4018,2223,33868,653,5354
2022-08-04,5071,3229,55841,789,11,271,412,4835,111,4018,2198,34726,688,5106
2022-08-05,5071,3235,54665,790,10,260,372,4793,110,4025,2172,33274,644,5053
2022-08-06,5071,3235,55338,790,3,260,225,4723,108,4025,2154,33283,533,4983
2022-08-07,5071,3235,55468,790,2,262,173,4786,112,4025,2126,33278,530,5048
2022-08-08,5072,3236,56164,789,24,270,522,4741,103,4025,2190,34612,616,5011
2022-08-09,5072,3236,55771,789,13,258,414,4912,108,4025,2251,34747,679,5170
2022-08-10,5072,3236,55781,789,11,258,417,4918,109,4025,2251,34795,686,5176
2022-08-11,5072,3236,56102,789,17,255,328,4796,112,4025,2245,35008,754,5051
2022-08-12,5072,3214,55659,788,18,260,370,4700,121,4002,2236,34348,696,4960
2022-08-13,5072,3214,54774,788,7,253,194,4734,125,4002,2192,32914,563,4987
2022-08-14,5072,3214,54857,788,7,250,191,4791,122,4002,2171,32780,551,5041
2022-08-15,5072,3214,55403,788,20,241,461,4801,115,4002,2234,34026,692,5042
2022-08-16,5072,3214,55170,788,12,238,391,4893,111,4002,2295,34271,715,5131
2022-08-17,5072,3214,55144,788,11,241,397,4883,111,4002,2297,34281,700,5124
2022-08-18,5072,3214,55835,788,16,241,372,4846,112,4002,2248,34776,708,5087
2022-08-19,5072,3215,55025,787,21,240,383,4790,110,4002,2213,34096,726,5030
2022-08-20,5072,3215,55103,787,10,243,205,4773,114,4002,2169,33234,560,5016
2022-08-21,5072,3215,55038,787,7,248,158,4841,111,4002,2157,32982,558,5089
2022-08-22,5072,3215,55729,787,25,250,448,4803,102,4002,2188,34538,688,5053
2022-08-23,5071,3214,55989,788,13,257,372,4910,103,4002,2188,34985,692,5167
2022-08-24,5071,3214,55989,788,12,258,370,4915,103,4002,2190,34968,692,5173
2022-08-25,5071,3214,55655,788,19,243,296,4718,106,4002,2198,34692,674,4961
2022-08-26,5071,3219,55440,786,16,243,328,4651,102,4005,2218,34155,663,4894
2022-08-27,5071,3219,54516,786,11,255,195,4590,100,4005,2171,32576,544,4845
2022-08-28,5071,3219,54870,786,8,254,155,4656,95,4005,2174,32655,570,4910
2022-08-29,5071,3219,55214,786,24,266,445,4607,100,4005,2182,33882,677,4873
2022-08-30,5071,3219,55533,786,14,242,352,4569,103,4005,2233,34802,707,4811
2022-08-31,5071,3219,55533,786,13,238,334,4571,103,4005,2257,34869,702,4809
2022-09-01,5071,3219,54818,786,10,216,287,4455,94,4005,2249,34091,701,4671
2022-09-02,5071,3219,55313,793,11,205,285,4315,95,4012,2215,34359,674,4520
2022-09-03,5071,3219,55187,793,12,204,270,4315,90,4012,2164,33460,546,4519
2022-09-04,5071,3219,55089,793,10,200,270,4373,92,4012,2166,33204,567,4573
2022-09-05,5071,3219,54979,793,14,213,266,4264,91,4012,2205,33536,546,4477
2022-09-06,5071,3219,55015,793,12,211,364,4379,90,4012,2265,33882,687,4590
2022-09-07,5071,3219,55015,793,12,212,397,4381,91,4012,2284,34004,687,4593
2022-09-08,5255,3219,55917,793,11,202,285,4318,85,4012,2308,35401,712,4520
2022-09-09,5255,3219,56067,793,10,198,281,4215,80,4012,2280,35527,592,4413
2022-09-10,5255,3219,55366,793,9,200,165,4168,84,4012,2248,34085,571,4368
2022-09-11,5255,3219,55205,793,6,199,155,4197,87,4012,2243,33492,567,4396
2022-09-12,5255,3214,55974,788,21,201,392,4255,88,4002,2289,35088,687,4456
2022-09-13,5255,3214,56305,788,14,213,349,4236,92,4002,2301,36140,711,4449
2022-09-14,5255,3214,56305,788,16,212,343,4243,92,4002,2297,36137,708,4455
2022-09-15,5255,3214,56240,788,13,216,300,4193,89,4002,2307,36088,682,4409
2022-09-16,5255,3211,55699,785,15,214,277,4106,94,3996,2289,35314,685,4320
2022-09-17,5255,3211,53775,785,8,208,165,4057,92,3996,2232,32826,559,4265
2022-09-18,5255,3211,54159,785,7,214,151,4092,95,3996,2272,32924,532,4306
2022-09-19,5255,3211,56042,785,19,216,384,4183,93,3996,2307,35467,596,4399